"Field","Subfield","Label","EditTypes","InputAid","Occurs","DBs"
"881","W","W: Доступ завершен?","7=yes/no","noyes.mnu","1","1"
"882","D","D: Дата заключения договора","0=text",,"1","1"
"882","E","E: Дата начала доступа","17","'2,',,&uf('IPRIVATE,ELRES,',&uf('IPRIVATE,EKP,IBIS') ),,,,',NRSU=,v951^3'","1","1"
"882","F","F: Дата окончания доступа","17","'2,',,&uf('IPRIVATE,ELRES,',&uf('IPRIVATE,EKP,IBIS') ),,,,',NRSU=,v951^C'","1","1"
"882","H","H: Хост","0=text",,"1","1"
"882","I","I: ID/pid","0=text",,"1","1"
"882","N","N: Номер договора/соглашения","0=text",,"1","1"
"882","S","S: имя api","!1","ebs.mnu","1","1"
"882","T","T: ТОКЕН/ключ","0=text",,"1","1"
"882","V","V: Вид договора/соглашения","1=menu(.mnu)","ve.mnu","1","1"
"888","A","A: Номер","2=dict(,pref=)",",MKS2=","2","1"
"888","B","Дата <Alt +Д>","0=text",,"2","1"
"888","C","Номер сопроводительного документа","0=text",,"2","1"
"888","D","Место хранения","1=menu(.mnu)","mhr.mnu","2","1"
"888","F","F: Цена номера журнала при выбытии","0=text",,"1","1"
"888","P","Причина выбытия","1=menu(.mnu)","prsp.mnu","2","1"
"889","A","Период подписки","1=menu(.mnu)","33.mnu","1","1"
"889","B","Поставщик","2=dict(,pref=)",",KPJ=,v***^e,v***^f","1","1"
"899","!","Индикатор 2","1=menu(.mnu)","ind.mnu","2","2"
"899","0","Индикатор 1","1=menu(.mnu)","ind.mnu","2","2"
"899","a","Местонахождение","0=text",,"2","2"
"899","b","Наименование фонда или коллекции","0=text",,"2","2"
"899","c","Местонахождение стеллажа","0=text",,"2","2"
"899","h","Классификационная часть шифра","0=text",,"2","2"
"899","i","Часть, характеризующая документ","0=text",,"2","2"
"899","j","Шифр хранения","0=text",,"2","2"
"899","k","Префикс шифра хранения","0=text",,"2","2"
"899","l","Полочная форма заглавия","0=text",,"2","2"
"899","m","Суффикс шифра хранения","0=text",,"2","2"
"899","p","Обозначение единицы хранения","0=text",,"2","2"
"899","t","Номер экземпляра","0=text",,"2","2"
"899","x","Непубликуемое примечание","0=text",,"2","2"
"899","z","Публикуемое примечание","0=text",,"2","2"
"900","1","Признак отечественного/иностранного колл./меропр.","1=menu(.mnu)","prizn.mnu","2","2"
"900","2","Характер документа (2)","1=menu(.mnu)","hd.mnu\\2","3","3"
"900","3","Характер документа (3)","1=menu(.mnu)","hd.mnu\\2","3","3"
"900","4","Характер документа (4)","1=menu(.mnu)","hd.mnu\\2","7","6"
"900","5","5: Характер документа (5)","1=menu(.mnu)","hd.mnu\\2","2","2"
"900","6","6: Характер документа (6)","1=menu(.mnu)","hd.mnu\\2","2","2"
"900","9","Код целевого назначения (3)","1=menu(.mnu)","cn.mnu\\2","3","3"
"900","A","Вид коллектива/мероприятия","1=menu(.mnu)","vkol.mnu","3","3"
"900","B","Вид объекта","1=menu(.mnu); 17","vdum.mnu","10","9"
"900","C","Характер объекта","1=menu(.mnu)","hd.mnu\\2","10","9"
"900","F","Финансирование","1=menu(.mnu)","900fFn.mnu","1","1"
"900","P","Степень доступности","1=menu(.mnu)","900pSd.mnu","1","1"
"900","T","Тип объекта","1=menu(.mnu)","900t.mnu\\0","9","8"
"900","X","Научно-музейное значение","1=menu(.mnu)","znm.mnu\\1","7","6"
"900","Y","Код целевого назначения (2)","1=menu(.mnu)","cn.mnu\\2","3","3"
"900","Z","Возрастное ограничение","1=menu(.mnu)","vzo.mnu","3","3"
"901","+","Пересчитывать цену объединенных выпусков","1=menu(.mnu)","danet.mnu","1","1"
"901","1","ТП1","1=menu(.mnu)","tp.mnu","3","3"
"901","2","ТП2","1=menu(.mnu)","tp.mnu","3","3"
"901","3","ТП3","1=menu(.mnu)","tp.mnu","3","3"
"901","4","ТП4","1=menu(.mnu)","tp.mnu","3","3"
"901","5","ТП5","1=menu(.mnu)","tp.mnu","3","3"
"901","A","Статус","1=menu(.mnu)","ste.mnu\\1","2","2"
"901","B","N экз.","0=text",,"3","3"
"901","D","Место хран.","1=menu(.mnu)","mhr.mnu\\0","2","2"
"901","E","Цена выпуска комплекта","0=text",,"1","1"
"901","F","Кан.пост.","1=menu(.mnu)","kp.mnu\\0","2","2"
"901","J","Начальный N","0=text",,"2","2"
"901","N","Экз. ЦБС/ВУЗ","0=text",,"2","2"
"901","Q","Год заказа","0=text",,"2","2"
"901","V","Время хранения","0=text",,"2","2"
"902","A","Наименование организации","0=text; 1=menu(.mnu)","zhr.mnu\\2","3","3"
"902","B","Почтовый адрес","0=text",,"2","2"
"902","D","Адрес телекоммуникаций","0=text; 1=menu(.mnu)","sigl.mnu","3","3"
"902","E","E: № заказа в библиотеке-фондодержателе","0=text",,"1","1"
"902","L","L: Примечание","0=text",,"1","1"
"902","S","Сигла (Национальный код организации)","0=text",,"2","2"
"903","*","ШИФР","2=dict(,pref=)",",I=,*","1","1"
"903","A","Ввод через сортированный словарь","!2",",SIJ=,'^*'v903","1","1"
"904","1","ТП1","1=menu(.mnu)","tp.mnu","2","2"
"904","2","ТП2","1=menu(.mnu)","tp.mnu","2","2"
"904","3","ТП3","1=menu(.mnu)","tp.mnu","2","2"
"904","4","ТП4","1=menu(.mnu)","tp.mnu","2","2"
"904","5","ТП5","1=menu(.mnu)","tp.mnu","2","2"
"904","A","Шифр приложения","0=text",,"4","2"
"904","B","Примечание (дополнительная информация)","0=text",,"4","2"
"904","C","Нетрадиционный носитель","6=tree(.tre)","2151.tre\\ -","4","2"
"904","D","Место хранения","1=menu(.mnu)","mhr.mnu\\0","4","2"
"905","!","Сортировать штрих-коды при сохранении документа?","7=yes/no","df.mnu","3","3"
"905","*","Тираж","0=text",,"3","3"
"905","?","Экз-ры в формат просмотра - КОРОТКО","7=yes/no","df.mnu","1","1"
"905","=","Шифр в просмотр выводить","1=menu(.mnu)","shifr.mnu","2","1"
"905","0","Проверку на дубль по ЭД БО выполнять?","7=yes/no","df.mnu","12","9"
"905","1","Формировать ""Сведения об отв-сти""?","7=yes/no","df.mnu","9","4"
"905","2","Формировать ""Сведения к заглавию""?","1=menu(.mnu)","d200e.mnu","7","4"
"905","3","Проверку экземпляров отменить?","1=menu(.mnu)","9053.mnu","5","4"
"905","4","Проверку на дубль в ASP выполнять ?","7=yes/no","df.mnu","4","2"
"905","5","""Свед. к загл."" на формуляр ?","7=yes/no","df.mnu","2","2"
"905","6","Серию статьи выводить в области сведений источника?","7=yes/no","df.mnu","1","1"
"905","7","7: Формировать записей из 510 и 710 полей","7=yes/no","df.mnu","1","1"
"905","A","Цены на КК НЕ выводить?","7=yes/no","df.mnu","4","4"
"905","B","Цены в формат просмотра НЕ выводить?","7=yes/no","df.mnu","4","4"
"905","C","Инв. номера на КК выводить?","1=menu(.mnu); 7=yes/no","invk.mnu","4","4"
"905","D","Инв. номера в формат просмотра выводить?","1=menu(.mnu); 7=yes/no","invp.mnu","4","4"
"905","E","Ключевые слова на КК ?","1=menu(.mnu)","ksk.mnu","3","3"
"905","F","Кл. слова в формат просмотра?","1=menu(.mnu)","ksp.mnu","3","3"
"905","G","Аннотацию на КК ВЫВОДИТЬ безусловно?","7=yes/no","df.mnu","3","3"
"905","H","Аннотацию в формат просмотра НЕ выводить?","7=yes/no","df.mnu","3","3"
"905","I","Индексы на КК ВЫВОДИТЬ через ""+"" ?","7=yes/no","df.mnu","3","3"
"905","J","Индексы при просмотре ВЫВОДИТЬ через ""+"" ?","7=yes/no","df.mnu","3","3"
"905","K","Содержание введено ПОЛНОСТЬЮ ?","0=text; 1=menu(.mnu)","905k.mnu","8","4"
"905","L","Общие примечания на КК - вместе с другими ?","7=yes/no","df.mnu","3","3"
"905","M","Общ.примечания при просмотре - вместе с другими?","0=text; 7=yes/no","df.mnu","4","4"
"905","N","Формуляры по КСУ?","2=dict(,pref=)","CMPL,KSU=,","4","2"
"905","O","Индекс на основную КК и для СИСТ. каталога?","1=menu(.mnu)","ki.mnu","3","3"
"905","P","Вывод содержания на КК","1=menu(.mnu); 7=yes/no","905kk.mnu","4","4"
"905","R","Предм. и Геогр. рубрики на КК НЕ ВЫВОДИТЬ?","7=yes/no","df.mnu","4","4"
"905","S","Вид содержания, хар-ку содержания, средства доступа при просмотре НЕ выводить?","7=yes/no","df.mnu","7","4"
"905","T","Вид содержания, хар-ку содержания, средства доступа на КК НЕ выводить?","7=yes/no","df.mnu","7","4"
"905","U","Стандартные заголовки дополнительных Доб.КК","1=menu(.mnu)","dk.mnu","3","3"
"905","V","Возрастные ограничения на КК НЕ выводить?","7=yes/no","df.mnu","3","1"
"905","W","Экземпляры в формат просмотра не выводить?","7=yes/no","df.mnu","1","1"
"905","X","Экземпляры на КК НЕ выводить?","7=yes/no","exk.mnu","3","3"
"905","Y","Возрастные ограничения при просмотре НЕ выводить?","7=yes/no","df.mnu","3","1"
"905","Z","Добавочная КК - только БО","7=yes/no","df.mnu","3","3"
"907","A","Дата","0=text; 1=menu(.mnu)","fio.mnu","14","13"
"907","B","ФИО","0=text; 1=menu(.mnu)","fio.mnu","14","13"
"907","C","Этап работы","1=menu(.mnu)","etr.mnu","9","9"
"907","D","Текст","0=text",,"1","1"
"907","E","Замена - было","2=dict(,pref=)",",T=B=,@brief","1","1"
"907","F","Замена - стало","2=dict(,pref=)",",T=B=,@brief","1","1"
"909","A","Год, за который выполнится кумуляция номеров","0=text",,"2","2"
"909","D","Место хр.","1=menu(.mnu)","mhr.mnu\\2","2","2"
"909","F","Кумулированные сведения - ТОМ","0=text",,"3","3"
"909","H","Кумулированные сведения - НОМЕРА","0=text",,"2","2"
"909","K","Номер комплекта","0=text",,"2","2"
"909","P","Шифр подшивки","0=text",,"1","1"
"909","Q","Кумулированные сведения - ГОД","0=text",,"3","3"
"909","V","Кумулированные сведения-НОМЕРА валовые","0=text",,"2","2"
"910","-","Конечная дата (в формате ГГГГММДД)","0=text",,"1","1"
"910","!","Реальное место нахождения книги","0=text",,"19","8"
"910","+","Начальная дата (в формате ГГГГММДД)","0=text; 7=yes/no","NoYes.mnu","2","2"
"910","=","Коэффициент многоразового использования","0=text",,"16","5"
"910","0","Число проверенных экз-ров","0=text",,"14","4"
"910","1","Экз(ВУЗ)","0=text",,"20","8"
"910","2","Число выданных экземпляров (для ВУЗов)","0=text",,"14","4"
"910","3","Дата регистрации","0=text",,"5","5"
"910","4","Экз. не на баланс","0=text; 7=yes/no","dn.mnu","19","8"
"910","5","Канал поступления (собиратель)","0=text",,"5","5"
"910","6","Способ поступления","1=menu(.mnu)","pst.mnu","5","5"
"910","7","Время хранения - число лет","0=text",,"1","1"
"910","8","8: Пользователь-Дата выбытия","0=text",,"3","2"
"910","9","Наименование коллекции","0=text; 1=menu(.mnu); 2=dict(,pref=)","coll.mnu\\2","11","7"
"910","A","Статус","0=text; 1=menu(.mnu)","ste.mnu","31","10"
"910","B","Инвентарный номер","0=text; 2=dict(,pref=)",",INK=,(v910^b/)","36","15"
"910","C","Дата поступления","0=text",,"31","10"
"910","D","МХР","0=text; 1=menu(.mnu)","mhr.mnu\\2","35","14"
"910","E","Цена экземпляра","0=text",,"29","9"
"910","F","Канал поступления","1=menu(.mnu)","kp.mnu","22","9"
"910","G","История поступления","0=text; 4=multiline",,"6","6"
"910","H","Штрих-код","0=text; 2=dict(,pref=)",",MBR=","32","11"
"910","I","Инв.№ ""подшивки""","0=text",,"11","4"
"910","J","Характер поступления","1=menu(.mnu)","charp.mnu","5","5"
"910","K","Количество экз. для докомплектования","0=text",,"20","8"
"910","L","Валюта","0=text; 1=menu(.mnu)","val.mnu","9","3"
"910","M","МХР-новое","1=menu(.mnu)","mhr.mnu","23","8"
"910","N","Цель приема/передачи","1=menu(.mnu)","910pm.mnu","8","4"
"910","P","Шифр ""подшивки"" в БД","0=text; 2=dict(,pref=)",",MR=,@!amovmr","12","5"
"910","Q","Наименование коллекции","1=menu(.mnu)","coll.mnu\\2","21","9"
"910","R","Расстановочный шифр","0=text",,"24","9"
"910","S","Дата проверки фонда","0=text",,"23","8"
"910","T","Специальное назначение фонда (ВУЗ)","1=menu(.mnu)","naznac.mnu\\0","22","8"
"910","U","Номер записи КСУ поступления","0=text; 2=dict(,pref=)","CMPL,KSU=","29","9"
"910","V","Выбытие-N КСУ","0=text; 2=dict(,pref=)","CMPL,KS2=","24","9"
"910","W","Передача-N акта","0=text; 2=dict(,pref=)","CMPL,PKS2=","22","8"
"910","X","Хранитель","0=text; 1=menu(.mnu)","fio.mnu","19","9"
"910","Y","Номер акта индивидуального учета","0=text; 2=dict(,pref=); 7=yes/no","CMPL,KSUA=","31","10"
"910","Z","Экз(ЦБС/ВУЗ)","0=text",,"12","4"
"911","A","Язык каталогизации","0=text; 1=menu(.mnu); 7=yes/no","jz.mnu\\0","4","4"
"911","B","Дата/время печати заказа (в формате ISIS)","0=text; 1=menu(.mnu)","911.mnu\\2","2","2"
"911","C","C: Дата присвоения степени","0=text",,"1","1"
"911","G","Графика заглавия","1=menu(.mnu)","grz.mnu\\0","2","2"
"911","N","Наборы символов","1=menu(.mnu)","gr.mnu","2","2"
"915","B","Длина (число слайд.,транспарант.,кадр. диафильма)","0=text",,"2","2"
"915","C","Индикатор цвета","1=menu(.mnu)","115c7.mnu","2","2"
"915","F","Ширина пленки диафильма / размер слайдов,транспарантов","6=tree(.tre)","915f7.tre\\ -","2","2"
"915","G","Форма проката","1=menu(.mnu)","915g7.mnu","2","2"
"915","P","Основа для эмульсионного материала","1=menu(.mnu)","915p7.mnu","2","2"
"915","Q","Материалы вторичной основы","1=menu(.mnu)","915q7.mnu","2","2"
"915","X","Основной документ / Приложение","7=yes/no","op.mnu","2","2"
"916","1","Скорость (кадр / сек) - цифры","1=menu(.mnu)","9161.mnu","2","2"
"916","2","Длина пленки (м) - цифры","0=text",,"2","2"
"916","B","Продолжительность (мин) - цифры","0=text",,"2","2"
"916","C","Индикатор цвета","1=menu(.mnu)","115c7.mnu","2","2"
"916","D","Индикатор звука","1=menu(.mnu)","115d7.mnu","2","2"
"916","E","Звуковой носитель","1=menu(.mnu)","115e7.mnu","2","2"
"916","F","Ширина пленки (мм)","1=menu(.mnu)","916f7.mnu","2","2"
"916","G","Форма проката","1=menu(.mnu)","916g7.mnu","2","2"
"916","H","Техника","1=menu(.mnu)","115h8.mnu","2","2"
"916","I","Формат представления","1=menu(.mnu)","916i7.mnu","2","2"
"916","M","Вид звука","1=menu(.mnu)","916m7.mnu","2","2"
"916","N","Полнота","1=menu(.mnu)","916n.mnu","2","2"
"916","X","Основной документ / Приложение","7=yes/no","op.mnu","2","2"
"919","A","Язык каталогизации","1=menu(.mnu)","jz.mnu\\2","3","3"
"919","B","Язык промежуточного перевода","1=menu(.mnu)","jz.mnu\\2","2","2"
"919","E","Язык оглавления","1=menu(.mnu)","jz.mnu\\2","2","2"
"919","F","Язык титульного листа","1=menu(.mnu)","jz.mnu\\2","2","2"
"919","G","Графика заглавия","1=menu(.mnu)","grz.mnu\\2","2","2"
"919","I","Язык сопроводительного материала","1=menu(.mnu)","jz.mnu\\2","2","2"
"919","K","Правила каталогизации","1=menu(.mnu)","919g.mnu\\1","3","3"
"919","N","Наборы символов","1=menu(.mnu)","gr.mnu","3","3"
"919","O","Язык оригинала","1=menu(.mnu)","jz.mnu\\2","2","2"
"919","Z","Язык основного заглавия","1=menu(.mnu)","jz.mnu\\2","2","2"
"921","A","Транслитерированное заглавие","2=dict(,pref=)",",T=,@!tmov0","3","3"
"921","B","Язык источника транслитерации","1=menu(.mnu)","jzt.mnu","3","3"
"922","-","Место работы автора","2=dict(,pref=)","@PRIVATE/EKP/IBIS,MR=,@!amovmr","4","3"
"922","!","1-й автор (Ввод через Authority-файл)","10=authority","ATHRA,A=,1=,@athraog1","4","3"
"922",",","Расширение инициалов","0=text",,"4","3"
"922",".","2-й автор (Ввод через Authority-файл)","10=authority","ATHRA,A=,1=,@athraog2","4","3"
"922","/","Признак  формирования записи в БД ATHRA","7=yes/no","df.mnu","2","2"
"922",":","3-й автор (Ввод через Authority-файл)","10=authority","ATHRA,A=,1=,@athraog3","4","3"
"922",";","Расширение инициалов","0=text",,"4","3"
"922","?","Расширение инициалов","0=text",,"4","3"
"922","[","Признак  формирования записи в БД ATHRA","7=yes/no","df.mnu","2","2"
"922","]","Признак  формирования записи в БД ATHRA","7=yes/no","df.mnu","2","2"
"922","+","Место работы автора","2=dict(,pref=)","@PRIVATE/EKP/IBIS,MR=,@!amovmr","4","3"
"922","<","Роль (Инвертирование ФИО допустимо?)","1=menu(.mnu)","di.mnu","4","3"
"922","=","Место работы автора","2=dict(,pref=)","@PRIVATE/EKP/IBIS,MR=,@!amovmr","4","3"
"922",">","Роль (Инвертирование ФИО допустимо?)","1=menu(.mnu)","di.mnu","4","3"
"922","2","ВТОРОЙ АВТОР (ФИО)","2=dict(,pref=)",",A=,@!amovog2","5","3"
"922","3","ТРЕТИЙ АВТОР (ФИО)","2=dict(,pref=)",",A=,@!amovog3","5","3"
"922","C","Заглавие","2=dict(,pref=)",",T=B=,@!titk","5","3"
"922","D","Параллельное заглавие 1","0=text",,"5","3"
"922","E","Сведения, относящиеся к заглавию","1=menu(.mnu); 6=tree(.tre)","SZ.tre\\ -","5","3"
"922","F","ПЕРВЫЙ АВТОР (ФИО)","2=dict(,pref=)",",A=,(v***^a,| |v***^b,'^?',v***^g,|^9|v***^9/)","5","3"
"922","G","Сведения об ответственности","2=dict(,pref=)",",A=,@!amovf","5","3"
"922","H","Обозначение и № 2-й единицы деления (Часть/Раздел)","1=menu(.mnu)","obn.mnu","5","3"
"922","I","Заглавие 2-й единицы деления (Часть/Раздел)","0=text",,"5","3"
"922","K","Обозначение и № 3-й единицы деления (Подраздел)","1=menu(.mnu)","obn.mnu","5","3"
"922","L","Заглавие 3-й единицы деления (Подраздел)","0=text",,"5","3"
"922","N","Работает в данной организации?","7=yes/no","dn.mnu","4","3"
"922","P","Параллельное заглавие 2","0=text",,"5","3"
"922","Q","Функция","6=tree(.tre)","7024.tre\\ -","2","2"
"922","R","Параллельное заглавие 3","0=text",,"5","3"
"922","S","Функция","6=tree(.tre)","7024.tre\\ -","2","2"
"922","T","Функция","6=tree(.tre)","7024.tre\\ -","2","2"
"922","U","Признак произведения тех же авторов","1=menu(.mnu)","922.mnu","5","3"
"922","W","Другие авторы","0=text; 2=dict(,pref=)",",A=,@!amovu","4","3"
"922","X","Роль (Инвертирование ФИО допустимо?)","1=menu(.mnu); 7=yes/no","di.mnu","5","3"
"922","Y","Работает в данной организации?","7=yes/no","dn.mnu","4","3"
"922","Z","Работает в данной организации?","7=yes/no","dn.mnu","4","3"
"923","E","Сведения к заглавию серии","0=text",,"2","2"
"923","H","Обозначение и № 2-ой единицы деления","0=text; 1=menu(.mnu)","obn.mnu\\1","13","10"
"923","I","Название 2-ой единицы деления","0=text; 2=dict(,pref=)",",T=,@!tmov0","13","10"
"923","K","Обозначение и № 3-ей единицы деления","0=text; 1=menu(.mnu)","obn.mnu\\1","13","10"
"923","L","Название 3-ей единицы деления","0=text; 2=dict(,pref=)",",T=,@!tmov0","13","10"
"923","M","Обозначение и № раздела подсерии","1=menu(.mnu)","obs.mnu\\1","3","3"
"923","N","Заглавие раздела подсерии","0=text; 2=dict(,pref=)",",TJ=,@!tmov0","3","3"
"923","S","Сведения к заглавию подсерии","0=text",,"2","2"
"923","U","Роль (как выводить в словарь?)","1=menu(.mnu)","rol923.mnu","10","9"
"923","V","Сведения к заглавию раздела подсерии","0=text",,"2","2"
"925","-","Место работы автора","2=dict(,pref=)",",MR=,@!amovmr","5","4"
"925","!","1-й автор (Ввод через Authority-файл)","10=authority","ATHRA,A=,1=,@athraog1","5","4"
"925",",","Расширение инициалов","0=text",,"5","4"
"925",".","2-й автор (Ввод через Authority-файл)","10=authority","ATHRA,A=,1=,@athraog2","5","4"
"925","/","Признак  формирования записи в БД ATHRA","7=yes/no","df.mnu","2","2"
"925",":","3-й автор (Ввод через Authority-файл)","10=authority","ATHRA,A=,1=,@athraog3","5","4"
"925",";","Расширение инициалов","0=text",,"5","4"
"925","?","Расширение инициалов","0=text",,"5","4"
"925","[","Признак  формирования записи в БД ATHRA","7=yes/no","df.mnu","2","2"
"925","]","Признак  формирования записи в БД ATHRA","7=yes/no","df.mnu","2","2"
"925","+","Место работы автора","2=dict(,pref=)",",MR=,@!amovmr","5","4"
"925","<","Роль (Инвертирование ФИО допустимо?)","1=menu(.mnu)","di.mnu","5","4"
"925","=","Место работы автора","2=dict(,pref=)",",MR=,@!amovmr","5","4"
"925",">","Роль (Инвертирование ФИО допустимо?)","1=menu(.mnu)","di.mnu","5","4"
"925","0","Роль: Автор(ы) след. тома (заглавия) ТЕ ЖЕ","7=yes/no","df.mnu","4","4"
"925","1","Роль (№ тома при просмотре не выводить)","7=yes/no","df.mnu","4","4"
"925","2","ВТОРОЙ АВТОР (ФИО)","2=dict(,pref=)",",A=,@!amovog2","5","4"
"925","3","ТРЕТИЙ АВТОР (ФИО)","2=dict(,pref=)",",A=,@!amovog3","5","4"
"925","4","Роль: Автора текущего тома (заглавия) НЕТ, следующего - ЕСТЬ","7=yes/no","df.mnu","4","4"
"925","A","Заглавие","2=dict(,pref=)",",TP=,@!tmov0","5","4"
"925","B","Заглавие 2-го произведения","2=dict(,pref=)",",TP=,@!tmov0","5","4"
"925","C","Заглавие 3-го произведения","2=dict(,pref=)",",TP=,@!tmov0","5","4"
"925","D","Параллельное заглавие 1","0=text",,"5","4"
"925","E","Сведения, относящиеся к заглавию тома","1=menu(.mnu)","200e.mnu","5","4"
"925","F","ПЕРВЫЙ АВТОР (ФИО)","2=dict(,pref=)",",A=,@!amovog1","5","4"
"925","G","Сведения об ответственности","2=dict(,pref=)",",A=,@!amovf","5","4"
"925","H","Обозначение и № 2-й единицы деления (Часть/Раздел)","1=menu(.mnu)","obn.mnu","5","4"
"925","I","Заглавие 2-й единицы деления (Часть/Раздел)","0=text",,"5","4"
"925","K","Обозначение и № 3-й единицы деления (Подраздел)","1=menu(.mnu)","obn.mnu","5","4"
"925","L","Заглавие 3-й единицы деления (Подраздел)","0=text",,"5","4"
"925","N","Работает в данной организации","7=yes/no","dn.mnu","5","4"
"925","P","Параллельное заглавие 2","0=text",,"5","4"
"925","R","Параллельное заглавие 3","0=text",,"5","4"
"925","U","Роль (Нехарактерное заглавие?)","7=yes/no","rolzp.mnu","5","4"
"925","V","Обозначение и № тома","1=menu(.mnu)","obn.mnu","5","4"
"925","W","Другие авторы","0=text; 2=dict(,pref=)",",A=,@!amovu","5","4"
"925","X","Роль (Инвертирование ФИО допустимо?)","1=menu(.mnu)","di.mnu","5","4"
"925","Y","Работает в данной организации?","7=yes/no","dn.mnu","5","4"
"925","Z","Работает в данной организации?","7=yes/no","dn.mnu","5","4"
"926","!","Номер повторения поля 922","0=text",,"4","2"
"926","?","Номер повторения поля 330","0=text",,"2","2"
"926","[","Признак  формирования записи в БД ATHRA","7=yes/no","df.mnu","2","1"
"926","1","Неотъемлемая часть имени","0=text",,"4","2"
"926","3","Ввод через AUTHORITY-файл (N записи)","10=authority","ATHRA,A=,1=,@athrai","4","2"
"926","4","Функция","6=tree(.tre)","7024.tre\\ -","4","2"
"926","9","Роль (Инвертирование ФИО допустимо?)","7=yes/no","df.mnu","4","2"
"926","A","Фамилия","2=dict(,pref=)",",A=,@!amovi","4","2"
"926","B","Инициалы","0=text",,"4","2"
"926","C","Дополнения к именам, кроме дат","0=text; 1=menu(.mnu)","Avt_dop.mnu\\2","4","2"
"926","D","Римские цифры","1=menu(.mnu)","rc.mnu","4","2"
"926","F","Даты жизни","0=text",,"4","2"
"926","G","Расширение инициалов","0=text",,"4","2"
"926","L","Индикатор формы записи имени","7=yes/no","df.mnu","4","2"
"926","P","Место работы автора","2=dict(,pref=)",",MR=,@!amovmr","4","2"
"926","R","Разночтение фамилии","2=dict(,pref=)",",A=,@!amovu","4","2"
"926","U","Роль (нужна добавочная КК ?)","7=yes/no","rola.mnu","4","2"
"926","Y","Работает в данной организации","7=yes/no","dn.mnu","4","2"
"930","0","Другой год объединенного выпуска(ГГГГ)","0=text",,"4","2"
"930","1","Номера года из объединенного выпуска","0=text",,"4","2"
"930","2","Валовый номер","0=text",,"2","2"
"930","A","Шифр номера из объединенного выпуска","0=text",,"2","2"
"930","T","Другой ТОМ объединенного выпуска","0=text",,"4","2"
"931","0","Электронный ресурс-Объем (цифры)","0=text",,"2","2"
"931","1","Электронный ресурс-Вид","6=tree(.tre)","2151.tre\\ -","2","2"
"931","2","Шифр 2-го номера из сдвоенного выпуска","0=text",,"2","2"
"931","3","Электронный ресурс-Сопр.материал(вид)","0=text; 6=tree(.tre)","2151.tre\\ -","4","2"
"931","4","Шифр 4-го номера из кумулированного выпуска","0=text",,"2","2"
"931","A","Валовый номер (интервал номеров)","0=text",,"4","2"
"931","B","Примечания к номеру (текст)","0=text",,"4","2"
"931","C","Дополнение к номеру (выводится в скобках)","1=menu(.mnu)","931c.mnu","4","2"
"931","D","Примечания: номер имеет приложение на ...","0=text; 6=tree(.tre)","2151.tre\\ -","4","2"
"931","E","Электронный ресурс-Сопр.материал(кол-во)","0=text; 6=tree(.tre)","2151.tre\\ -","4","2"
"931","J","Начальный N в году","0=text",,"2","2"
"933","D","Дублеты, не созданы","0=text",,"1","1"
"933","N","Не дублетные, вновь созданные","0=text",,"1","1"
"937","A","Этап технологического пути","1=menu(.mnu)","tp.mnu\\1","2","2"
"937","B","Дата передачи","0=text",,"2","2"
"937","C","Исполнитель (ФИО)","1=menu(.mnu)","fio.mnu","2","2"
"937","D","Дата возврата","0=text",,"2","2"
"937","E","Исполнитель (ФИО)","1=menu(.mnu)","fio.mnu","2","2"
"937","N","Номер экземпляра","0=text",,"2","2"
"938","A","1-й номер","0=text",,"2","2"
"938","B","Последний номер","0=text",,"2","2"
"938","D","Периодичность(код)","1=menu(.mnu)","110d.mnu","2","2"
"938","E","Цена номера по комплектам","0=text",,"2","2"
"938","N","Число номеров","0=text",,"2","2"
"938","Q","Период заказа","1=menu(.mnu)","33.mnu","2","2"
"938","V","Валюта","1=menu(.mnu)","val.mnu\\0","2","2"
"938","X","Периодичность(число)","0=text",,"2","2"
"938","Y","Цена заказа","0=text",,"2","2"
"940","A","Номер КСУ выбытия удаляемых повторений","2=dict(,pref=)",",NKS2=","1","1"
"942","3","3: Дата обращения к ресурсу (в виде ГГГГММДД)","2=dict(,pref=)","cmpl,RSU=,v882^E","1","1"
"942","4","Режим доступа","1=menu(.mnu)","RD4.mnu","1","1"
"942","5","5: Сведения об обновлении ресурса","1=menu(.mnu)","ob5.mnu","1","1"
"942","A","Имя файла, или Имя папки\  при групповой ссылке","1=menu(.mnu); 16=file","0,11,,*.PDF,*.DOC,*.JPG,*.JPEG,*.AVI,*.EXE","2","2"
"942","C","C: Дата окончания срока доступа (в виде ГГГГММДД)","0=text; 2=dict(,pref=)","cmpl,RSU=,v882^F","2","2"
"942","D","Уровень доступа по категориям пользователей (при доступе через Web)","0=text; 1=menu(.mnu)","50.mnu","2","2"
"942","H","H: Примечание","1=menu(.mnu)","951h.mnu","2","2"
"942","I","URL (Адрес в Internet), или Полный сетевой путь и имя файла, или Полный сетевой путь к папке при групповой ссылке","1=menu(.mnu)","951.mnu","1","1"
"942","K","Признак электронного учебника для задачи КО","7=yes/no","danet.mnu","1","1"
"942","L","L: Дата списания стоимости","0=text; 7=yes/no","danet.mnu","2","2"
"942","M","Имя-шаблон первого файла (при групповой ссылке)","0=text",,"1","1"
"942","N","Кол-во файлов (при групповой ссылке), или Кол-во страниц для PDF-файла (для автоматического разбиения на страницы)","0=text",,"1","1"
"942","T","Текст для ссылки","0=text",,"1","1"
