"Field","Subfield","Label","EditTypes","InputAid","Occurs","DBs"
"249","I","I ББК84. Художественная литература (произведения)","0=text",,"1","1"
"249","J","J ББК85. Искусство. Искусствознание","0=text",,"1","1"
"249","K","K ББК86. Религия","0=text",,"1","1"
"249","L","L ББК87. Философия","0=text",,"1","1"
"249","M","M ББК88. Психология","0=text",,"1","1"
"249","N","N ББК9. Литература универсального содержания","0=text",,"1","1"
"251","!","Уровень иерархии (число)","0=text",,"2","1"
"251","1","Дело/Документ/Лист является ПОЛНЫМ переводом с ... языка","1=menu(.mnu)","jz.mnu\\2","2","1"
"251","2","Фонд/Опись содержит переводы с ... языка (ов)","1=menu(.mnu)","jz.mnu\\2","2","1"
"251","A","Организация материала в фонде","0=text",,"1","1"
"251","B","Расположение материала в фонде","0=text",,"1","1"
"251","C","Уровень иерархии (текст)","0=text",,"2","1"
"300","A","Иформационное примечание","0=text",,"6","6"
"301","!","Индикатор 2","1=menu(.mnu)","ind.mnu","2","2"
"301","0","Индикатор 1","1=menu(.mnu)","ind.mnu","2","2"
"301","a","Текст примечания","0=text",,"2","2"
"302","!","Индикатор 2","1=menu(.mnu)","ind.mnu","2","2"
"302","0","Индикатор 1","1=menu(.mnu)","ind.mnu","2","2"
"302","a","Текст примечания","0=text",,"2","2"
"304","A","Отдел","1=menu(.mnu)","otd.mnu\\2","1","1"
"304","B","ФИО","0=text","fio.mnu\\2","1","1"
"305","A","Инструктивный текст","0=text",,"4","4"
"305","B","1-ый Заголовок, к которому делается ссылка","0=text",,"4","4"
"305","C","2-ой Заголовок, к которому делается ссылка","0=text",,"4","4"
"305","D","3-ий Заголовок, к которому делается ссылка","0=text",,"4","4"
"305","E","4-й Заголовок, к которому делается ссылка","0=text",,"4","4"
"305","F","5-й Заголовок, к которому делается ссылка","0=text",,"4","4"
"309","2","Текст для календаря юбилейных дат","0=text",,"1","1"
"309","E","Дата","0=text",,"1","1"
"309","I","Интервал (число лет) для юбилеев","1=menu(.mnu)","210vs.mnu","1","1"
"309","T","Текст для календаря","0=text",,"1","1"
"310","A","Инструктивный текст","0=text",,"4","4"
"310","B","1-ый Заголовок, к которому делается ссылка","0=text; 2=dict(,pref=)",",P=,@!smov","4","4"
"310","C","2-ой Заголовок, к которому делается ссылка","0=text; 2=dict(,pref=)",",P=,@!smov","4","4"
"310","D","3-ий Заголовок, к которому делается ссылка","0=text; 2=dict(,pref=)",",P=,@!smov","4","4"
"310","E","4-й Заголовок, к которому делается ссылка","0=text; 2=dict(,pref=)",",P=,@!smov","4","4"
"310","F","5-й Заголовок, к которому делается ссылка","0=text; 2=dict(,pref=)",",P=,@!smov","4","4"
"316","!","Инвентарный номер экземпляра","0=text",,"3","3"
"316","[","Вид ссылки","1=menu(.mnu)","vss.mnu","1","1"
"316","]","Ссылка","12","0","1","1"
"316","5","Код организации-владельца","0=text; 1=menu(.mnu)","317.mnu","3","3"
"316","A","Текст примечания","0=text",,"3","3"
"316","B","Текст с использованием меню","1=menu(.mnu)","316b.mnu","2","2"
"316","C","Текст  c использованием словаря","2=dict(,pref=)",",RK316=,","2","2"
"317","!","Инвентарный номер","0=text",,"7","6"
"317","[","Вид ссылки","1=menu(.mnu)","vss.mnu","1","1"
"317","]","Ссылка","12","0","1","1"
"317","5","Организация, место нахождения экземпляра","0=text; 1=menu(.mnu)","317.mnu","7","6"
"317","8","Материалы, к которым относится поле","0=text",,"1","1"
"317","A","Текст примечания (время)","0=text",,"7","6"
"318","!","Инвентарный номер экземпляра","0=text",,"3","3"
"318","[","Вид ссылки","1=menu(.mnu)","vss.mnu","2","1"
"318","]","Ссылка","12","0","1","1"
"318","5","Организация-держатель, для которой применяется поле","0=text; 1=menu(.mnu)","317.mnu","3","3"
"318","8","Материалы, к которым относится поле","0=text",,"1","1"
"318","A","Действие","0=text",,"3","3"
"318","B","Идентификация действия","0=text",,"3","3"
"318","C","Время действия","0=text",,"3","3"
"318","D","Период проведения действия","0=text",,"3","3"
"318","E","Условие действия","0=text",,"3","3"
"318","F","Санкционирование","0=text",,"3","3"
"318","H","Юрисдикция","0=text",,"3","3"
"318","I","Метод действия","0=text",,"3","3"
"318","J","Место действия","0=text",,"3","3"
"318","K","Исполнитель действия","0=text",,"3","3"
"318","L","Состояние","0=text",,"3","3"
"318","N","Мера","0=text",,"3","3"
"318","O","Тип элемента","0=text",,"3","3"
"318","P","Непубликуемое примечание","0=text; 1=menu(.mnu)","rrm.mnu","3","3"
"318","R","Публикуемое примечание","1=menu(.mnu)","trm.mnu","3","3"
"320","0","Все произведения автора через словарь авторов БД ЭК","2=dict(,pref=)","@PRIVATE/EKP/IBIS,A=,","3","3"
"320","8","Статья из олавления","0=text",,"3","3"
"320","9","Имя БД","0=text",,"3","3"
"320","A","Общее пояснительное ссылочное примечание","0=text",,"7","7"
"320","B","B: Текст примечания(2)","0=text",,"1","1"
"320","C","C: Текст примечания(3)","0=text",,"1","1"
"320","H","Ввод через словарь шифров БД ЭК","2=dict(,pref=)","@PRIVATE/EKP/IBIS,I=,@!320kzd","1","1"
"320","W","Шифр в БД","0=text",,"3","3"
"320","X","Ввод через словарь авторов БД ЭК","2=dict(,pref=)","@PRIVATE/EKP/IBIS,A=,@!320kzd","3","3"
"320","Y","Ввод через словарь коллективов БД ЭК","2=dict(,pref=)","@PRIVATE/EKP/IBIS,M=,@!320KZD","3","3"
"320","Z","Ввод через словарь заглавий БД ЭК","2=dict(,pref=)","@PRIVATE/EKP/IBIS,T=,@!320kzd","3","3"
"321","!","Индикатор 2","0=text; 1=menu(.mnu)","ind.mnu","3","3"
"321","[","Вид ссылки","1=menu(.mnu)","vss.mnu","1","1"
"321","]","Ссылка","12","0","1","1"
"321","0","Индикатор 1: (способ цитирования)","1=menu(.mnu)","321.mnu","2","2"
"321","5","Код организации-владельца","0=text",,"1","1"
"321","a","Примечания об указателях,...","0=text",,"3","3"
"321","b","Даты охвата","0=text",,"3","3"
"321","C","Местонахождение в источнике","0=text",,"1","1"
"321","x","ISSN внешнего источника","0=text",,"3","3"
"325","A","Описание копии документа","0=text",,"1","1"
"325","Z","Носитель копии","1=menu(.mnu)","325_gua.mnu\\2","1","1"
"326","!","Индикатор 2","1=menu(.mnu)","ind.mnu","2","2"
"326","0","Индикатор 1","1=menu(.mnu)","ind.mnu","2","2"
"326","a","Текст примечания","0=text",,"2","2"
"326","b","Даты периодичности","0=text",,"2","2"
"327","1","Уровень раздела 1","0=text",,"2","1"
"327","2","2-й уровень - Название раздела","0=text",,"2","1"
"327","3","Уровень раздела 3","0=text",,"2","1"
"327","4","Уровень раздела 4","0=text",,"2","1"
"327","5","5-й уровень - Название раздела","0=text",,"2","1"
"327","6","6-й уровень - Название раздела","0=text",,"2","1"
"327","7","7-й уровень - Название раздела","0=text",,"2","1"
"327","8","Уровень раздела 8","0=text",,"2","1"
"327","A","Текст примечания","0=text",,"1","1"
"327","B","Название раздела 1","0=text",,"1","1"
"327","C","Название раздела 2","0=text",,"2","1"
"327","D","Крайние даты","0=text",,"2","1"
"327","E","Название раздела 4","0=text",,"1","1"
"327","F","Название раздела 5","0=text",,"1","1"
"327","G","Название раздела 6","0=text",,"1","1"
"327","H","Название раздела 7","0=text",,"1","1"
"327","I","Название раздела 8","0=text",,"1","1"
"327","K","Длина № раздела","0=text",,"1","1"
"327","L","№ Раздела систематизации описи","0=text",,"1","1"
"327","M","Название Раздела систематизации описи","0=text",,"1","1"
"327","N","Число ед. хр.","0=text",,"2","1"
"327","P","Страницы","0=text",,"2","1"
"327","R","К какому разделу относится","0=text",,"1","1"
"328","0","Код номенклатуры специальности 2","6=tree(.tre)","kns.tre\\ -","2","2"
"328","9","Код номенклатуры специальности 3","6=tree(.tre)","kns.tre\\ -","2","2"
"328","A","Ученая степень (или текст)","6=tree(.tre)","ust.tre\\ -","2","2"
"328","B","Место защиты","2=dict(,pref=)",",M=,@!mmovo","2","2"
"328","C","Дата защиты (в формате ГГГГММДД)","0=text",,"2","2"
"328","D","Дата утверждения (в формате ГГГГММДД)","0=text",,"2","2"
"328","E","Номер Госрегистрации","0=text",,"2","2"
"328","N","Код номенклатуры специальности 1","6=tree(.tre)","kns.tre\\ -","2","2"
"330","-","Место работы автора","2=dict(,pref=)",",MR=,@!amovmr","7","5"
"330","!","1-й автор (Ввод через Authority-файл)","10=authority","ATHRA,A=,1=,@athraog1","9","6"
"330","#","Ввод Названия из БД KZD","2=dict(,pref=)","kzd,T=,@!330kzd_evT","1","1"
"330","(","Вид НТД документа","1=menu(.mnu)","vpatu.mnu\\0","5","5"
"330",")","Номер документа","0=text",,"5","5"
"330",",","Расширение инициалов","0=text",,"9","6"
"330",".","2-й автор (Ввод через Authority-файл)","10=authority","ATHRA,A=,1=,@athraog2","9","6"
"330","/","(ввод через БД ЭК)","2=dict(,pref=)","@PRIVATE/EKP/IBIS,A=,@!amovcg1","1","1"
"330",":","3-й автор (Ввод через Authority-файл)","10=authority","ATHRA,A=,1=,@athraog3","9","6"
"330",";","Расширение инициалов","0=text",,"9","6"
"330","?","Расширение инициалов","0=text",,"11","6"
"330","[","Вид ссылки","1=menu(.mnu); 2=dict(,pref=)","vss.mnu","8","4"
"330","\","(ввод через БД ЭК)","2=dict(,pref=)","@PRIVATE/EKP/IBIS,A=,@!amovcg2","1","1"
"330","]","Ссылка","12","0","7","4"
"330","+","Место работы автора","2=dict(,pref=)",",MR=,@!amovmr","7","5"
"330","<","Роль (Инвертирование ФИО допустимо?)","1=menu(.mnu)","di.mnu","7","6"
"330","=","Место работы автора","2=dict(,pref=)",",MR=,@!amovmr","7","5"
"330",">","Роль (Инвертирование ФИО допустимо?)","1=menu(.mnu)","di.mnu","7","6"
"330","0","Иллюстрации","0=text; 1=menu(.mnu)","il.mnu","12","7"
"330","2","ВТОРОЙ АВТОР (ФИО)","2=dict(,pref=)",",A=,@!amovog2","12","7"
"330","3","ТРЕТИЙ АВТОР (ФИО)","2=dict(,pref=)",",A=,@!amovog3","12","7"
"330","4","Страницы","0=text",,"15","6"
"330","5","КЛЮЧЕВЫЕ СЛОВА (тема 1)","2=dict(,pref=)",",K=,","11","7"
"330","6","КЛЮЧЕВЫЕ СЛОВА (тема 2)","2=dict(,pref=)",",K=,","11","7"
"330","7","КЛЮЧЕВЫЕ СЛОВА (тема 3)","2=dict(,pref=)",",K=,","11","7"
"330","8","Коллективный автор","2=dict(,pref=)",",M=,@!mmovo","3","3"
"330","A","Примечание об области применения","0=text",,"5","5"
"330","B","Двоичный ресурс (закодированный)","!12; 0=text","3","2","1"
"330","C","ЗАГЛАВИЕ","0=text; 2=dict(,pref=)",",T=,@!tmov0","20","7"
"330","D","Параллельное заглавие","0=text; 1=menu(.mnu)","MP_vse.mnu\\2","6","4"
"330","E","Сведения, относящиеся к заглавию","1=menu(.mnu); 6=tree(.tre)","SZ.tre\\ -","10","5"
"330","F","ПЕРВЫЙ АВТОР (ФИО)","2=dict(,pref=)",",A=,@!amovu","16","7"
"330","G","Сведения об ответственности","2=dict(,pref=)",",A=,@!amovf","14","6"
"330","I","№ поля 953 (внутренний ресурс)","15","if p(v953) then &uf('S0'),(if p(v953) then &uf('S1A')/v953^t,| |n953^t fi/) else ' '/' поле 953 пусто' fi","2","1"
